id,pI,M
NZ_CP034778.1_829,7.7409,70209.38
NZ_CP034778.1_830,8.7884,37301.99
NZ_CP034778.1_833,5.5746,10260.65
NZ_CP034778.1_834,9.7000,53335.87
NZ_CP034778.1_842,10.3767,23503.64
NZ_CP034778.1_843,10.1722,23043.58
NZ_CP034778.1_845,7.5200,18974.99
NZ_CP034778.1_846,11.8066,31629.44
NZ_CP034778.1_856,6.2357,31522.25
NZ_CP034778.1_857,9.7961,44406.31
NZ_CP034778.1_859,5.0360,31743.23
NZ_CP034778.1_860,5.9627,41078.69
NZ_CP034778.1_863,5.0567,27078.03
NZ_CP034778.1_864,9.6276,51743.12
NZ_CP034778.1_865,6.9955,36291.68
NZ_CP034778.1_867,5.2874,54610.13
NZ_CP034778.1_869,7.7814,48006.68
NZ_CP034778.1_870,8.8321,41980.62
NZ_CP034778.1_871,9.0895,34286.78
NZ_CP034778.1_872,8.5354,33259.12
NZ_CP034778.1_873,5.0916,11948.63
NZ_CP034778.1_874,4.4628,25465.98
NZ_CP034778.1_875,7.3471,34276.61
NZ_CP034778.1_876,6.0471,46055.32
NZ_CP034778.1_877,6.2577,37399.73
NZ_CP034778.1_878,9.4509,48444.08
NZ_CP034778.1_879,6.5145,56153.53
NZ_CP034778.1_880,5.0360,29269.39
NZ_CP034778.1_882,6.3485,36807.89
NZ_CP034778.1_883,9.8894,80241.79
NZ_CP034778.1_884,9.7981,41683.72
NZ_CP034778.1_885,7.0786,38496.67
NZ_CP034778.1_887,6.8054,26227.56
NZ_CP034778.1_888,7.0789,25466.43
NZ_CP034778.1_889,10.4769,20735.77
NZ_CP034778.1_890,5.3463,83505.18
NZ_CP034778.1_891,9.5619,32991.67
NZ_CP034778.1_892,6.3414,30305.52
NZ_CP034778.1_897,4.6386,128829.54
NZ_CP034778.1_899,5.1580,132917.10
NZ_CP034778.1_900,7.7999,66499.34
NZ_CP034778.1_902,6.2830,49475.57
NZ_CP034778.1_903,10.2900,45467.23
NZ_CP034778.1_904,6.5963,40008.17
NZ_CP034778.1_905,6.2222,32420.24
NZ_CP034778.1_906,6.7361,43649.14
NZ_CP034778.1_907,4.7964,15811.20
NZ_CP034778.1_908,5.8423,12418.47
NZ_CP034778.1_909,6.3369,18989.24
NZ_CP034778.1_910,8.7529,48037.22
NZ_CP034778.1_911,8.4178,39282.44
NZ_CP034778.1_912,5.4966,48788.21
NZ_CP034778.1_913,7.1888,37039.30
NZ_CP034778.1_914,6.5101,9335.66
NZ_CP034778.1_916,10.0898,22705.20
NZ_CP034778.1_918,6.5182,9107.55
NZ_CP034778.1_920,4.9972,63844.56
NZ_CP034778.1_921,4.9076,19556.12
NZ_CP034778.1_922,9.0090,24462.16
NZ_CP034778.1_923,4.6523,60324.45
NZ_CP034778.1_924,5.3438,23967.29
NZ_CP034778.1_925,7.7952,9626.13
NZ_CP034778.1_926,6.6439,28508.79
NZ_CP034778.1_927,6.9747,34142.93
NZ_CP034778.1_928,7.5365,50040.51
NZ_CP034778.1_929,9.5261,35148.21
NZ_CP034778.1_930,6.1183,22845.26
NZ_CP034778.1_931,7.2341,40938.24
NZ_CP034778.1_932,6.7952,21915.39
NZ_CP034778.1_933,7.3470,20274.39
NZ_CP034778.1_934,6.1637,28227.23
NZ_CP034778.1_935,8.5968,37565.58
NZ_CP034778.1_936,7.0290,25736.10
NZ_CP034778.1_937,6.9739,28438.58
NZ_CP034778.1_938,6.5838,29132.40
NZ_CP034778.1_939,5.3289,25420.43
NZ_CP034778.1_940,8.8232,26130.58
NZ_CP034778.1_941,4.6475,10291.88
NZ_CP034778.1_942,11.5118,25664.85
NZ_CP034778.1_943,6.2488,30226.68
NZ_CP034778.1_944,6.1581,55152.35
NZ_CP034778.1_945,5.5607,19683.59
NZ_CP034778.1_946,6.7752,35928.00
NZ_CP034778.1_947,9.3295,40283.36
NZ_CP034778.1_948,8.5670,28828.32
NZ_CP034778.1_949,6.2645,15742.97
NZ_CP034778.1_950,5.7553,42505.32
NZ_CP034778.1_952,8.7725,30833.31
NZ_CP034778.1_953,10.5575,14384.19
NZ_CP034778.1_955,8.4957,26429.17
NZ_CP034778.1_956,5.1511,15307.86
NZ_CP034778.1_957,5.8491,51669.07
NZ_CP034778.1_958,5.9803,64767.58
NZ_CP034778.1_959,8.3944,47742.26
NZ_CP034778.1_960,6.5809,23737.26
NZ_CP034778.1_961,5.3970,40247.09
NZ_CP034778.1_962,7.0022,27820.87
NZ_CP034778.1_963,8.1750,71616.09
NZ_CP034778.1_964,6.0163,42535.14
NZ_CP034778.1_966,6.2824,52288.80
NZ_CP034778.1_967,8.4851,36712.21
NZ_CP034778.1_968,8.4431,24888.66
NZ_CP034778.1_969,6.6903,32676.54
NZ_CP034778.1_970,8.0832,50948.12
NZ_CP034778.1_972,8.6430,33928.83
NZ_CP034778.1_973,5.9310,48486.69
NZ_CP034778.1_974,9.6840,46798.26
NZ_CP034778.1_976,6.1731,31905.71
NZ_CP034778.1_979,7.5609,30381.56
NZ_CP034778.1_980,3.9620,16035.02
NZ_CP034778.1_981,9.6926,49047.88
NZ_CP034778.1_982,5.9843,48713.34
NZ_CP034778.1_983,6.1152,48993.83
NZ_CP034778.1_984,4.4264,38944.43
NZ_CP034778.1_985,5.7752,101742.48
NZ_CP034778.1_986,9.0374,48527.82
NZ_CP034778.1_987,6.6918,84168.86
NZ_CP034778.1_988,4.5486,30146.98
NZ_CP034778.1_989,5.6639,60162.91
NZ_CP034778.1_990,4.9516,45549.70
NZ_CP034778.1_992,6.2359,24995.55
NZ_CP034778.1_993,6.2941,13859.95
NZ_CP034778.1_994,4.5796,66049.49
NZ_CP034778.1_995,8.3548,64049.08
NZ_CP034778.1_996,6.0503,27814.71
NZ_CP034778.1_998,6.3010,51000.25
NZ_CP034778.1_999,7.0281,35214.32
NZ_CP034778.1_1000,4.8862,52491.38
NZ_CP034778.1_1001,6.1204,22504.35
NZ_CP034778.1_1003,7.5302,11951.39
NZ_CP034778.1_1004,6.9345,25624.37
NZ_CP034778.1_1005,6.2328,16923.54
NZ_CP034778.1_1006,7.6020,39102.50
NZ_CP034778.1_1007,5.2743,27311.83
NZ_CP034778.1_1008,6.8952,23405.96
NZ_CP034778.1_1009,10.1637,39356.95
NZ_CP034778.1_1010,4.5597,37945.82
NZ_CP034778.1_1012,10.4184,43354.92
NZ_CP034778.1_1013,9.9554,32515.47
NZ_CP034778.1_1015,6.5153,21567.04
NZ_CP034778.1_1016,4.8246,52461.92
NZ_CP034778.1_1019,5.5101,95055.72
NZ_CP034778.1_1021,6.0096,18992.47
NZ_CP034778.1_1022,8.6281,28243.62
NZ_CP034778.1_1023,10.1192,35167.49
NZ_CP034778.1_1024,8.9444,28581.11
NZ_CP034778.1_1025,6.6295,38596.55
NZ_CP034778.1_1028,5.7069,61296.79
NZ_CP034778.1_1029,10.3197,33446.59
NZ_CP034778.1_1030,7.2025,33112.69
NZ_CP034778.1_1032,7.9928,29777.89
NZ_CP034778.1_1033,8.7210,30343.30
NZ_CP034778.1_1034,9.1733,29791.10
NZ_CP034778.1_1035,8.6510,33565.32
NZ_CP034778.1_1036,5.2116,35088.90
NZ_CP034778.1_1037,7.4184,32354.98
NZ_CP034778.1_1038,5.1118,11431.13
NZ_CP034778.1_1039,7.7115,47914.17
NZ_CP034778.1_1040,7.2486,11603.68
NZ_CP034778.1_1041,9.7035,51909.25
NZ_CP034778.1_1042,4.8729,49476.67
NZ_CP034778.1_1044,5.0158,53435.04
NZ_CP034778.1_1045,6.1936,78203.74
NZ_CP034778.1_1046,4.7053,34849.91
NZ_CP034778.1_1047,6.1767,41334.31
NZ_CP034778.1_1048,3.8702,9697.12
NZ_CP034778.1_1049,6.7743,31538.95
NZ_CP034778.1_1050,5.1237,12953.75
NZ_CP034778.1_1052,6.9115,21848.09
NZ_CP034778.1_1053,9.9331,64000.13
NZ_CP034778.1_1054,8.4771,32956.39
NZ_CP034778.1_1055,6.4630,64969.35
NZ_CP034778.1_1056,7.5472,20477.70
NZ_CP034778.1_1057,7.3898,28164.58
NZ_CP034778.1_1059,3.7501,16943.38
NZ_CP034778.1_1061,6.1598,53731.84
NZ_CP034778.1_1062,9.3206,50284.81
NZ_CP034778.1_1063,6.7981,36996.48
NZ_CP034778.1_1064,7.9643,19153.28
NZ_CP034778.1_1065,6.6199,79603.41
NZ_CP034778.1_1066,9.8458,36302.52
NZ_CP034778.1_1067,6.6331,40912.23
NZ_CP034778.1_1068,4.6678,54404.45
NZ_CP034778.1_1069,5.8078,55952.94
NZ_CP034778.1_1070,6.2446,34490.76
NZ_CP034778.1_1071,5.3416,28320.15
NZ_CP034778.1_1073,5.0780,27837.75
NZ_CP034778.1_1074,4.5481,12998.79
NZ_CP034778.1_1075,5.6978,33992.59
NZ_CP034778.1_1076,8.8992,20495.26
NZ_CP034778.1_1077,8.5208,39728.26
NZ_CP034778.1_1079,8.5206,24296.41
NZ_CP034778.1_1080,10.2675,30484.84
NZ_CP034778.1_1081,7.0420,30913.30
NZ_CP034778.1_1082,5.2518,17365.57
NZ_CP034778.1_1083,4.8097,37923.36
NZ_CP034778.1_1084,9.0824,19406.13
NZ_CP034778.1_1085,5.4197,95621.85
NZ_CP034778.1_1086,9.1003,6855.89
NZ_CP034778.1_1087,10.2994,11232.99
NZ_CP034778.1_1088,5.5491,20691.76
NZ_CP034778.1_1090,5.4065,58100.07
NZ_CP034778.1_1091,5.0556,19454.24
NZ_CP034778.1_1092,8.3527,28442.70
NZ_CP034778.1_1093,6.1679,62675.61
NZ_CP034778.1_1094,7.8172,55666.33
NZ_CP034778.1_1095,6.9815,42617.55
NZ_CP034778.1_1098,7.7517,26375.09
NZ_CP034778.1_1099,6.1740,36172.84
NZ_CP034778.1_1100,10.4138,37622.85
NZ_CP034778.1_1101,6.4390,44091.97
NZ_CP034778.1_1102,4.3523,36139.81
NZ_CP034778.1_1103,6.5741,80148.87
NZ_CP034778.1_1104,10.1431,15321.47
NZ_CP034778.1_1106,6.9437,15816.13
NZ_CP034778.1_1107,10.1521,50304.79
NZ_CP034778.1_1111,9.8102,15178.33
NZ_CP034778.1_1113,9.9502,35387.76
NZ_CP034778.1_1114,8.9221,18788.81
NZ_CP034778.1_1115,8.0905,10829.50
NZ_CP034778.1_1116,5.6653,21663.77
NZ_CP034778.1_1117,7.1308,33572.50
NZ_CP034778.1_1118,8.3757,65171.53
NZ_CP034778.1_1119,5.7887,55185.91
NZ_CP034778.1_1131,7.3430,27641.71
NZ_CP034778.1_1133,5.8297,27347.20
NZ_CP034778.1_1134,6.2788,34160.08
NZ_CP034778.1_1135,6.0228,27080.82
NZ_CP034778.1_1136,8.0836,55997.94
NZ_CP034778.1_1137,8.7285,28594.13
NZ_CP034778.1_1140,4.7599,34392.23
NZ_CP034778.1_1141,8.9080,34619.53
NZ_CP034778.1_1143,6.1747,113476.96
NZ_CP034778.1_1144,8.8270,42425.03
NZ_CP034778.1_1145,11.0542,13930.76
NZ_CP034778.1_1147,7.2829,33111.11
NZ_CP034778.1_1148,6.8027,29970.57
NZ_CP034778.1_1149,10.3901,18239.07
NZ_CP034778.1_1150,8.7135,16022.60
NZ_CP034778.1_1153,5.4439,61390.56
NZ_CP034778.1_1154,6.3657,32408.15
NZ_CP034778.1_1155,4.4080,21766.70
NZ_CP034778.1_1156,5.5677,48101.24
NZ_CP034778.1_1157,9.5168,29232.86
NZ_CP034778.1_1158,10.1615,49769.28
NZ_CP034778.1_1159,11.4366,9090.40
NZ_CP034778.1_1160,4.4150,20592.42
NZ_CP034778.1_1161,5.2003,28450.31
NZ_CP034778.1_1162,11.2987,13133.24
NZ_CP034778.1_1164,9.6130,50426.71
NZ_CP034778.1_1165,9.3923,17393.53
NZ_CP034778.1_1166,6.9760,45692.42
NZ_CP034778.1_1168,6.1342,38817.20
NZ_CP034778.1_1169,5.9023,41840.16
NZ_CP034778.1_1170,4.4403,32785.97
NZ_CP034778.1_1171,6.6281,42882.05
NZ_CP034778.1_1172,7.1841,12549.31
NZ_CP034778.1_1173,8.3025,27887.56
NZ_CP034778.1_1174,6.8069,37101.60
NZ_CP034778.1_1175,5.7103,26553.15
NZ_CP034778.1_1176,5.2940,95405.92
NZ_CP034778.1_1177,9.8089,46985.28
NZ_CP034778.1_1179,9.5183,52716.74
NZ_CP034778.1_1180,6.3258,96971.49
NZ_CP034778.1_1182,4.7696,15596.80
NZ_CP034778.1_1183,8.6220,39593.19
NZ_CP034778.1_1184,6.9607,25578.21
NZ_CP034778.1_1185,4.6656,14243.15
NZ_CP034778.1_1186,9.7669,49726.99
NZ_CP034778.1_1188,6.4277,59656.95
NZ_CP034778.1_1189,5.1344,21719.72
NZ_CP034778.1_1193,5.2584,66435.25
NZ_CP034778.1_1194,8.4146,35789.30
NZ_CP034778.1_1195,6.9637,25557.04
NZ_CP034778.1_1196,6.9735,33883.07
NZ_CP034778.1_1197,9.9193,27433.43
NZ_CP034778.1_1198,5.9894,26418.34
NZ_CP034778.1_1199,7.6813,14037.15
NZ_CP034778.1_1200,4.4763,9769.24
NZ_CP034778.1_1201,8.4904,30695.36
NZ_CP034778.1_1203,7.2544,18816.60
NZ_CP034778.1_1204,7.0360,61115.87
NZ_CP034778.1_1205,5.0488,140871.23
NZ_CP034778.1_1206,8.2269,52861.79
NZ_CP034778.1_1208,6.8704,49236.70
NZ_CP034778.1_1209,4.9469,12429.44
NZ_CP034778.1_1210,5.9300,43814.62
NZ_CP034778.1_1211,6.4441,45439.81
NZ_CP034778.1_1213,7.2139,44486.66
NZ_CP034778.1_1214,6.0718,123019.66
NZ_CP034778.1_1215,8.6127,51596.21
NZ_CP034778.1_1217,10.3561,41296.35
NZ_CP034778.1_1222,7.2147,29320.30
NZ_CP034778.1_1223,6.3964,26797.79
NZ_CP034778.1_1224,7.4413,17550.78
NZ_CP034778.1_1225,6.1056,45056.46
NZ_CP034778.1_1226,4.6475,13806.55
NZ_CP034778.1_1227,4.3655,11448.89
NZ_CP034778.1_1228,4.8067,19824.32
NZ_CP034778.1_1229,4.7045,65385.25
NZ_CP034778.1_1230,4.1329,12341.79
NZ_CP034778.1_1231,3.7298,7745.60
NZ_CP034778.1_1232,5.6491,46219.04
NZ_CP034778.1_1233,4.2802,28256.20
NZ_CP034778.1_1235,4.3745,31177.37
NZ_CP034778.1_1236,4.9385,86689.83
NZ_CP034778.1_1237,5.1223,91229.20
NZ_CP034778.1_1238,10.5220,85143.19
NZ_CP034778.1_1239,5.6276,15526.50
NZ_CP034778.1_1240,6.9904,43375.91
NZ_CP034778.1_1242,6.6812,40726.78
NZ_CP034778.1_1243,5.2286,47084.35
NZ_CP034778.1_1245,4.5391,42056.38
NZ_CP034778.1_1246,5.9659,55223.09
NZ_CP034778.1_1247,10.1645,51735.04
NZ_CP034778.1_1250,9.3656,22601.68
NZ_CP034778.1_1265,8.9899,33351.05
NZ_CP034778.1_1271,10.8712,52477.99
NZ_CP034778.1_1272,6.8587,52057.50
NZ_CP034778.1_1273,5.1206,58792.27
NZ_CP034778.1_1274,6.3442,71266.47
NZ_CP034778.1_1275,7.0694,40133.85
NZ_CP034778.1_1276,10.1025,43494.13
NZ_CP034778.1_1277,9.9082,32091.26
NZ_CP034778.1_1279,8.9212,85102.38
NZ_CP034778.1_1280,6.8020,57693.29
NZ_CP034778.1_1281,8.7238,80184.21
NZ_CP034778.1_1282,5.9705,23454.58
NZ_CP034778.1_1283,4.5801,36722.85
NZ_CP034778.1_1284,6.5806,32731.23
NZ_CP034778.1_1285,5.2014,54493.60
NZ_CP034778.1_1286,5.6399,22565.31
NZ_CP034778.1_1287,8.3139,45117.17
NZ_CP034778.1_1288,5.1530,25822.81
NZ_CP034778.1_1289,6.4069,34542.75
NZ_CP034778.1_1290,7.3589,13330.49
NZ_CP034778.1_1291,7.9316,53589.79
NZ_CP034778.1_1292,9.1690,39235.43
NZ_CP034778.1_1293,4.7307,17597.90
NZ_CP034778.1_1294,4.5000,20547.35
NZ_CP034778.1_1295,6.0304,31161.90
NZ_CP034778.1_1297,4.9627,26877.85
NZ_CP034778.1_1298,5.9604,31803.54
NZ_CP034778.1_1302,5.6226,41370.21
NZ_CP034778.1_1303,7.4143,13476.51
NZ_CP034778.1_1304,5.3925,112889.97
NZ_CP034778.1_1305,7.5772,71435.95
NZ_CP034778.1_1306,4.6440,22157.04
NZ_CP034778.1_1308,6.0216,72185.62
NZ_CP034778.1_1309,7.1808,35455.81
NZ_CP034778.1_1310,5.2215,82372.21
NZ_CP034778.1_1311,5.5969,11631.63
NZ_CP034778.1_1313,4.4521,24968.25
NZ_CP034778.1_1314,6.0347,29940.08
NZ_CP034778.1_1315,7.1511,35608.19
NZ_CP034778.1_1316,6.5152,9838.50
NZ_CP034778.1_1317,5.4378,9837.34
NZ_CP034778.1_1318,6.6326,49072.59
NZ_CP034778.1_1319,5.2967,30018.24
NZ_CP034778.1_1320,6.3853,41425.86
NZ_CP034778.1_1321,5.0986,43123.07
NZ_CP034778.1_1322,5.8302,49317.92
NZ_CP034778.1_1323,4.6276,49509.24
NZ_CP034778.1_1324,6.9975,32115.89
NZ_CP034778.1_1325,4.6349,22685.79
NZ_CP034778.1_1326,8.2389,17060.70
NZ_CP034778.1_1328,5.7956,34212.45
NZ_CP034778.1_1329,10.9057,31368.99
NZ_CP034778.1_1330,4.6570,16393.65
NZ_CP034778.1_1333,5.1009,33089.29
NZ_CP034778.1_1334,9.3982,37556.64
NZ_CP034778.1_1335,8.9614,30310.93
NZ_CP034778.1_1336,7.0730,32286.32
NZ_CP034778.1_1337,8.7988,40841.83
NZ_CP034778.1_1338,5.2184,32614.04
NZ_CP034778.1_1340,6.8536,46436.01
NZ_CP034778.1_1341,4.6182,31221.64
NZ_CP034778.1_1343,4.4655,18247.08
NZ_CP034778.1_1344,4.4712,63267.59
NZ_CP034778.1_1345,5.6719,9119.37
NZ_CP034778.1_1346,6.3203,34556.75
NZ_CP034778.1_1347,10.0677,29029.72
NZ_CP034778.1_1349,5.6676,73607.18
NZ_CP034778.1_1351,10.0738,35992.24
NZ_CP034778.1_1352,6.5149,34152.27
NZ_CP034778.1_1353,5.7988,53572.42
NZ_CP034778.1_1356,8.2215,82147.61
NZ_CP034778.1_1357,8.8248,43580.91
NZ_CP034778.1_1358,10.2559,44194.59
NZ_CP034778.1_1360,7.0173,36991.15
NZ_CP034778.1_1361,5.3366,59988.43
NZ_CP034778.1_1363,6.3451,34421.57
NZ_CP034778.1_1364,6.0937,28680.02
NZ_CP034778.1_1365,7.8092,62503.13
NZ_CP034778.1_1366,7.5860,45120.90
NZ_CP034778.1_1367,10.1376,42199.23
NZ_CP034778.1_1368,6.3411,16789.90
NZ_CP034778.1_1369,5.2642,34162.33
NZ_CP034778.1_1372,4.8240,33953.35
NZ_CP034778.1_1373,4.8560,28087.72
NZ_CP034778.1_1374,4.9127,47664.71
NZ_CP034778.1_1376,8.0040,46579.44
NZ_CP034778.1_1377,9.6680,77372.66
NZ_CP034778.1_1378,4.4342,13748.09
NZ_CP034778.1_1379,8.4977,21178.38
NZ_CP034778.1_1380,4.4520,35035.71
NZ_CP034778.1_1381,6.3203,39008.37
NZ_CP034778.1_1383,10.2874,28230.69
NZ_CP034778.1_1386,6.5534,72930.74
NZ_CP034778.1_1387,5.2294,42437.06
NZ_CP034778.1_1388,10.2031,40488.20
NZ_CP034778.1_1390,6.4298,41366.42
NZ_CP034778.1_1391,4.1849,36294.07
NZ_CP034778.1_1392,8.5923,30301.57
NZ_CP034778.1_1393,9.2533,24411.13
NZ_CP034778.1_1394,6.8997,35727.61
NZ_CP034778.1_1395,5.1610,45086.54
NZ_CP034778.1_1397,5.6634,18100.25
NZ_CP034778.1_1398,5.2725,56521.10
NZ_CP034778.1_1399,6.8847,20811.15
NZ_CP034778.1_1400,7.2502,28137.98
NZ_CP034778.1_1401,7.2526,28546.61
NZ_CP034778.1_1402,9.2294,24539.12
NZ_CP034778.1_1403,9.5576,26648.54
NZ_CP034778.1_1404,9.0242,28577.03
NZ_CP034778.1_1406,7.4794,32992.01
NZ_CP034778.1_1407,7.0733,14019.01
NZ_CP034778.1_1408,7.2694,23727.25
NZ_CP034778.1_1410,6.5113,20059.95
NZ_CP034778.1_1411,4.2453,20770.97
NZ_CP034778.1_1412,5.1146,77225.19
NZ_CP034778.1_1413,6.3023,43274.41
NZ_CP034778.1_1416,4.4931,23494.87
NZ_CP034778.1_1417,8.5497,65855.70
NZ_CP034778.1_1419,6.1922,45483.32
NZ_CP034778.1_1420,5.9004,33466.72
NZ_CP034778.1_1421,10.1417,13333.48
NZ_CP034778.1_1422,5.7755,25518.32
NZ_CP034778.1_1423,6.1838,69110.02
NZ_CP034778.1_1424,5.2362,18560.98
NZ_CP034778.1_1425,6.9233,49155.23
NZ_CP034778.1_1426,6.5112,99590.66
NZ_CP034778.1_1427,7.4996,36257.05
NZ_CP034778.1_1428,5.1151,20432.64
NZ_CP034778.1_1429,4.8896,19824.58
NZ_CP034778.1_1430,9.1739,10797.99
NZ_CP034778.1_1431,8.9093,66354.92
NZ_CP034778.1_1432,9.3119,56482.60
NZ_CP034778.1_1433,9.1497,52121.25
NZ_CP034778.1_1434,6.5053,33471.27
NZ_CP034778.1_1435,5.2004,17259.65
NZ_CP034778.1_1436,8.1571,47593.17
NZ_CP034778.1_1437,6.8435,60689.18
NZ_CP034778.1_1438,8.2683,27735.33
NZ_CP034778.1_1439,6.2462,31625.02
NZ_CP034778.1_1440,4.8711,35208.58
NZ_CP034778.1_1441,7.5472,49989.59
NZ_CP034778.1_1443,8.1797,35767.20
NZ_CP034778.1_1445,4.9289,43444.95
NZ_CP034778.1_1446,7.1791,28864.27
NZ_CP034778.1_1447,6.2966,44169.47
NZ_CP034778.1_1448,9.9774,46083.54
NZ_CP034778.1_1449,4.8335,28872.87
NZ_CP034778.1_1450,8.6794,43986.88
NZ_CP034778.1_1451,6.9481,45106.91
NZ_CP034778.1_1452,6.9158,59121.40
NZ_CP034778.1_1453,8.6741,49875.02
NZ_CP034778.1_1454,6.6540,40346.94
NZ_CP034778.1_1456,4.5284,43507.37
NZ_CP034778.1_1457,5.7159,85634.96
NZ_CP034778.1_1458,6.7408,26649.67
NZ_CP034778.1_1459,4.7127,96928.07
NZ_CP034778.1_1460,6.3996,105785.63
NZ_CP034778.1_1461,6.8155,23719.64
NZ_CP034778.1_1464,5.9201,37791.10
NZ_CP034778.1_1465,8.6118,39191.52
NZ_CP034778.1_1466,6.3868,23771.05
NZ_CP034778.1_1467,8.0487,61622.73
NZ_CP034778.1_1468,4.4999,52875.63
NZ_CP034778.1_1469,9.9644,42835.55
NZ_CP034778.1_1470,8.2106,60169.77
NZ_CP034778.1_1471,8.0358,17993.88
NZ_CP034778.1_1472,7.0556,40102.42
NZ_CP034778.1_1473,8.8849,66795.55
NZ_CP034778.1_1476,7.7366,26618.74
NZ_CP034778.1_1477,5.1432,22521.42
NZ_CP034778.1_1478,6.7526,47319.40
NZ_CP034778.1_1480,10.1740,10580.22
NZ_CP034778.1_1481,7.8738,66297.83
NZ_CP034778.1_1482,6.2850,26610.14
NZ_CP034778.1_1483,10.3470,43536.33
NZ_CP034778.1_1485,9.7552,58376.59
NZ_CP034778.1_1486,9.5166,37772.19
NZ_CP034778.1_1487,8.6157,40149.12
NZ_CP034778.1_1488,9.7141,69086.52
NZ_CP034778.1_1489,7.7465,57619.77
NZ_CP034778.1_1490,10.5312,20997.74
NZ_CP034778.1_1492,6.3151,35732.83
NZ_CP034778.1_1493,5.9620,53787.49
NZ_CP034778.1_1494,5.6007,44783.87
NZ_CP034778.1_1495,4.6287,21512.61
NZ_CP034778.1_1497,9.8360,42905.06
NZ_CP034778.1_1498,4.7298,39503.55
NZ_CP034778.1_1499,5.0554,33842.66
NZ_CP034778.1_1500,9.1921,57549.25
NZ_CP034778.1_1501,5.0582,31183.20
NZ_CP034778.1_1502,9.7732,36851.29
NZ_CP034778.1_1503,6.7542,31950.86
NZ_CP034778.1_1504,9.3414,53682.01
NZ_CP034778.1_1505,5.0862,72997.94
NZ_CP034778.1_1507,7.7375,24964.75
NZ_CP034778.1_1509,6.7967,36834.17
NZ_CP034778.1_1510,6.9801,35830.75
NZ_CP034778.1_1511,7.1630,56630.42
NZ_CP034778.1_1512,9.2853,35768.42
NZ_CP034778.1_1513,9.2894,27308.70
NZ_CP034778.1_1514,5.6322,31423.69
NZ_CP034778.1_1515,9.8999,24702.94
NZ_CP034778.1_1516,9.2164,14627.85
NZ_CP034778.1_1517,7.8147,34769.00
NZ_CP034778.1_1519,7.3034,31967.09
NZ_CP034778.1_1520,5.5504,65117.92
NZ_CP034778.1_1521,5.3280,51823.64
NZ_CP034778.1_1522,5.8973,52228.22
NZ_CP034778.1_1523,11.9605,21241.57
NZ_CP034778.1_1524,8.4520,21576.76
NZ_CP034778.1_1525,10.0526,34684.32
NZ_CP034778.1_1526,6.1170,20549.53
NZ_CP034778.1_1528,6.0315,83385.94
NZ_CP034778.1_1529,5.8992,32871.53
NZ_CP034778.1_1530,10.3006,41100.34
NZ_CP034778.1_1531,6.7291,35052.51
NZ_CP034778.1_1532,10.4056,25645.47
NZ_CP034778.1_1534,8.6126,63342.99
NZ_CP034778.1_1535,5.6917,27501.91
NZ_CP034778.1_1537,5.1836,76498.06
NZ_CP034778.1_1538,6.5104,39825.01
NZ_CP034778.1_1541,7.6261,33696.65
NZ_CP034778.1_1542,8.9191,46545.62
NZ_CP034778.1_1543,6.0562,64593.86
NZ_CP034778.1_1544,7.8322,33371.80
NZ_CP034778.1_1546,5.9236,26233.26
NZ_CP034778.1_1547,6.3062,28377.37
NZ_CP034778.1_1548,6.6280,37905.96
NZ_CP034778.1_1550,5.5815,56723.41
NZ_CP034778.1_1551,6.0105,26503.66
NZ_CP034778.1_1552,8.3215,36558.88
NZ_CP034778.1_1553,6.3601,35003.03
NZ_CP034778.1_1554,4.9145,51027.88
NZ_CP034778.1_1555,6.5469,52856.64
NZ_CP034778.1_1557,5.0710,24059.49
NZ_CP034778.1_1558,5.1338,42464.24
NZ_CP034778.1_1559,8.6977,60162.88
NZ_CP034778.1_1560,9.4876,37505.40
NZ_CP034778.1_1561,9.1658,32120.03
NZ_CP034778.1_1562,8.8326,31842.97
NZ_CP034778.1_1563,6.8586,29003.39
NZ_CP034778.1_1564,4.7277,31927.67
NZ_CP034778.1_1565,6.2405,51103.11
NZ_CP034778.1_1566,5.7638,27490.77
NZ_CP034778.1_1567,7.3873,54628.35
NZ_CP034778.1_1568,10.4142,50694.49
NZ_CP034778.1_1569,6.6219,110695.50
NZ_CP034778.1_1570,5.3840,112267.69
NZ_CP034778.1_1571,8.8691,43391.82
NZ_CP034778.1_1572,7.6100,44969.57
NZ_CP034778.1_1575,6.5110,25984.79
NZ_CP034778.1_1576,7.5914,69033.05
NZ_CP034778.1_1577,4.6627,48912.83
NZ_CP034778.1_1578,8.2119,30881.67
NZ_CP034778.1_1579,7.2719,24420.16
NZ_CP034778.1_1580,6.1261,21202.25
NZ_CP034778.1_1582,4.8577,59046.61
NZ_CP034778.1_1583,5.2439,32836.35
NZ_CP034778.1_1586,6.5346,41497.54
NZ_CP034778.1_1587,8.2344,80386.23
NZ_CP034778.1_1588,8.6340,41211.67
NZ_CP034778.1_1589,8.9089,42641.48
NZ_CP034778.1_1590,7.8452,44566.42
NZ_CP034778.1_1592,9.9624,54953.64
NZ_CP034778.1_1595,9.8889,53391.70
NZ_CP034778.1_1596,4.7835,51448.23
NZ_CP034778.1_1597,5.3295,52863.94
NZ_CP034778.1_1598,5.3399,50338.16
NZ_CP034778.1_1599,5.3539,43505.58
NZ_CP034778.1_1600,5.3720,37549.60
NZ_CP034778.1_1601,9.6040,29576.56
NZ_CP034778.1_1602,9.0325,27445.97
